all_authors,year_published,title,publisher,volume,document_link,date_uploaded,abstract,keywords,pdf_path,cleaned,start,end
"Takahashi, A.",2005,Time-Dependent EQPET Analysis of TSC,The 12th International Conference on Condensed Matter Nuclear Science,,,,,theory,,,,
"Takahashi, A.",2005,Progress In Condensed Matter Nuclear Science,The 12th International Conference on Condensed Matter Nuclear Science,,,,,Review,,,,
"Takahashi, A.",2005,Fusion Rate Formulas for Bosonized Condensates (PowerPoint slides),The 12th International Conference on Condensed Matter Nuclear Science,,,,,"theory,",,,,
"Takahashi, A.",2005,Time-Dependent EQPET Analysis of TSC (PowerPoint slides),The 12th International Conference on Condensed Matter Nuclear Science,,,,,theory,,,,
"Takahashi, A.",2005,Progress In Condensed Matter Nuclear Science (PowerPoint slides),The 12th International Conference on Condensed Matter Nuclear Science,,,,,Review,,,,
"Takahashi, A.",2005,Main Scenarios of CMN-Effects (PowerPoint slides),Sixth International Workshop on Anomalies in Hydrogen/Deuterium-Loaded Metals,,,,,"theory,",,,,
"Takahashi, A., Celani, F., Iwamura, Y.",2005,The Italy-Japan Project -- Fundamental Research on Cold Transmutation Process for Treatment of Nuclear Wastes,The 12th International Conference on Condensed Matter Nuclear Science,,,,,transmutation,,,,
"Takahashi, A., Celani, F., Iwamura, Y.",2005,The Italy-Japan Project -- Fundamental Research on Cold Transmutation Process for Treatment of Nuclear Wastes (PowerPoint slides),The 12th International Conference on Condensed Matter Nuclear Science,,,,,transmutation,,,,
"Takahashi, A.",2006,Jyouon kakuyuugou 2006 - gyoushuukei kagaku e no tenkai (Cold fusion 2006 - progress in condensed matter nuclear science),,,,,,,,,,
"Takahashi, A.",2007,Deuterons-to-4He Channels (PowerPoint slides),The 13th International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/TakahashiAdeuteronst.pdf,2009-07-16,Outline * Two-Body d + d fusion and Out-Going Channels * Third Interaction to d + d strong force for Changing Out-Going Channels * D-Cluster Fusion to Produce 4He,Theory,4192_TakahashiAdeuteronst.pdf,,,
"Takahashi, A., Yabuuchi, N.",2007,D-Cluster Dynamics and Fusion Rate by Langevin Equation,Proceedings of the 8th International Workshop on Anomalies in Hydrogen / Deuterium Loaded Metals,,http://lenr-canr.org/acrobat/ISCMNSproceeding.pdf#page=315,2018-08-29,"Condensed matter nuclear effect, especially 4D-cluster fusion, in metal-deuterium complex systems, has been studied by applying Langevin equations. One dimensional Langevin equations for solving time-dependent d-d distance Rdd(t) for deuteron-clusters under the Platonic symmetry were formulated for Datom, D2 molecule . . .",theory,4193_ISCMNSproceeding.pdf,,315.0,359.0
"Takahashi, A.",2007,Deuteron Cluster Fusion and ASH,J. Condensed Matter Nucl. Sci.,1,http://lenr-canr.org/acrobat/BiberianJPjcondensed.pdf#page=68,2010-08-27,"This is a review of our studies on theoretical model of deuteron cluster fusion in condensed matter. Considering a transient condensation process of deuteron-cluster in focal points of metal-deuteride lattice, electron screening effect was theorized by the Electronic Quasi-Particle Screening Theory (EQPET) model for a transient deuteron cluster associating attracted electrons. Multibody resonance fusion of deuterons was proposed by modeling charged-pion exchange for strong interaction in very condensed deuteron cluster to lead to select the tetrahedral resonance fusion (TRF) of 4D and octahedral resonance fusion (ORF) of 8D as possible major reaction channels in extreme case. 4He is the final product of TRF and ORF. Tritium and 3He was suggested as minor products from 3D multi-body fusion. Visible but very small level production of neutron by D + D (2D) fusion was also concluded. Further extension of EQPET model is given to propose a dynamic Bose-type condensation process by orthogonally coupled two D2 molecules, which play a role of super screening of Coulomb barrier with quadruplet electronic quasi-particle to generate clean fusion product of 4He.","Ash, Bosonization, Deuteron cluster fusion, Electronic quasi-particle screening, 4D Fusion, 8D Fusion, Helium-4, Secondary reaction",4194_BiberianJPjcondensed.pdf,,68.0,91.0
"Takahashi, A.",2007,TSC-Induced Nuclear Reactions and Cold Transmutations,J. Condensed Matter Nucl. Sci.,1,http://lenr-canr.org/acrobat/BiberianJPjcondensed.pdf#page=92,2010-08-27,"Tetrahedral Symmetric Condensate (TSC) of orthogonal coupling of four deuterons and four electrons behaves as charge-neutral pseudo-particle and induces nuclear interaction with host metal nuclei. Theoretical predictions are shown for processes, reactiontypes and nuclear products. Some details are written for 4p/TSC + Ni and 4d/TSC + Cs reactions making transmutations and fission products.","Tetrahedral symmetric condensate, 4p/TSC+Ni, 4d/TSC+Cs, Transmutation, Fission",4195_BiberianJPjcondensed.pdf,,92.0,102.0
"Takahashi, A., Yabuuchi, N.",2007,On Condensation Force of TSC,J. Condensed Matter Nucl. Sci.,1,http://lenr-canr.org/acrobat/BiberianJPjcondensed.pdf#page=103,2010-08-27,"Primitive analysis and discussion are given for possible condensing force of tetrahedral symmetric condensate (TSC) of four deuterons (or protons) plus four spin-regulated (bosonized) electrons. Once TSC is formed by the ordering-constraint-organization process in condensed matter of metal-D(H) system, there may happen strong central squeezing force (and negative Coulomb energy of total TSC system) until when four deuterons (protons) get into the range of strong interaction (or Pauli repulsion at classical electron radius). After elementary quantum-mechanical results for D(H)-atom and, D2(H2)-molecule, primitive estimations are done for TSC.","Deuteron cluster fusion, Central squeezing force, Four deuterons, Tetrahedral symmetric condensate",4196_BiberianJPjcondensed.pdf,,103.0,111.0
"Takahashi, A., Yabuuchi, N.",2007,Fusion Rates of Bosonized Condensates,J. Condensed Matter Nucl. Sci.,1,http://lenr-canr.org/acrobat/BiberianJPjcondensed.pdf#page=112,2010-08-27,"In Section 1, theoretical basis for formulating fusion rates in condensed matter is summarized. Nuclear strong interaction, S-matrix, T -matrix, fusion rate for steady state dde* molecule as bosonized condensate, and fusion rate formula for collision process are briefly given. In Section 2, application for TSC-induced fusion is summarized. Fusion rate formulas for adiabatic approach in EQPET theory are summarized. Final state interaction is briefly discussed. Time-dependent approach for TSC squeezing motion is briefly introduced.","Bosonized condensate, dde* molecule, EQPET, Fusion rate formula, Time-dependence, TSC-induced reaction",4197_BiberianJPjcondensed.pdf,,112.0,134.0
"Takahashi, A.",2007,A Theoretical Summary of Condensed Matter Nuclear Effects,J. Condensed Matter Nucl. Sci.,1,http://lenr-canr.org/acrobat/BiberianJPjcondensed.pdf#page=135,2010-08-27,"Key experimental results are compared with the results of Electronic Quasi-Particle Expansion Theory/Tetrahedral Symmetric Condensate (EQPET/TSC) models. Screening energy for d-d pair by theory is 360 eV and is comparable with 310 eV by Kasagi experiment for PdDx. Helium-4 production with scarce neutron is modeled by strong 4D fusion of minimum state 4d/TSC reaction. Maximum level of 4d/TSC fusion is 46 MW/cm^3-Pd and 23 keV/Pd, comparable to 24.8 keV/Pd by El Boher experiment. Transmutation with mass-8 and charge-4 increase is explained by 4d/TSC + host metal reactions. Fission-like products by Ni-H systems are in agreement with fission products of 4p/TSC + nickel nuclear reactions.","d-d Screening, EQPET/TSC model, Excess power level, Experimental results, 4D Fusion, Fission, Helium-4, Selective transmutation",4198_BiberianJPjcondensed.pdf,,135.0,147.0
"Takahashi, A.",2008,Dynamic Mechanism of TSC Condensation Motion,ICCF-14 International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/TakahashiAdynamicmec.pdf,2009-09-29,"This paper gives further discussions and explanations on the time-dependent quantum-mechanical behaviors of electron-clouds in 4D/TSC condensation motion by Langevin equation, in comparison with steady ground state electron orbits and their de Broglie wave lengths for D-atom and D2  molecule.",theory,4199_TakahashiAdynamicmec.pdf,,,
"Takahashi, A., Yabuuchi, N.",2008,Study on 4D/Tetrahedral Symmetric Condensate Condensation Motion by Non-Linear Langevin Equation,Low-Energy Nuclear Reactions Sourcebook,,,,,,,,,
"Takahashi, A.",2009,The Basics of Deuteron-Cluster Dynamics as Shown by a Langevin Equation,Low-Energy Nuclear Reactions and New Energy Technologies Sourcebook Volume 2,,,,,,,,,
"Takahashi, A., Kitamura, A., Nohmi, T., Sasaki, Y., Miyoshi, Y., Taniike, A., Seto, R., Fujita, Y.",2009,Deuterium Gas Charging Experiments with Pd Powders for Excess Heat Evolution (II) Discussions on Experimental Results and Underlying Physics,The 9th Meeting of Japan CF-Research Society,,http://lenr-canr.org/acrobat/TakahashiAdeuteriumg.pdf,2009-05-16,"Experimental results obtained for Pd/PdO/ZrO2 nano-composite samples are summarized and the underlying physics is discussed. Arata-Zhang?s May 2008 excess heat result was replicated quantitatively. Using Pd/PdO/ZrO2 powders (produced by Santoku Co., Kobe Japan), we obtained: 1) D-gas charge in the first phase (zero pressure interval) gave 20~90% excess heat than H-gas charge. 2) In the second phase of pressure rise, significant excess heat (about 2 kJ/g-Pd) for D-gas charge was observed, while near zero level excess heat for H-gas charge was observed. We discuss the underlying surface and nano-particle physics in views of the enhanced surface adsorption potential by fractal sub-nano-scale trapping points on nano-Pd particle, the diffusion to inner shallower Bloch potential of regular Pd lattice, and the drastic mesoscopic and isotopic effect of surface and lattice rearrangement of nano-Pd particle by full D(H)-absorption to make deeper D(H) trapping potentials of surface adsorption (about 2 eV for D) and intermediate surface state trapping.",Pd-black nanoparticle heat,4202_TakahashiAdeuteriumg.pdf,,,
"Takahashi, A., Kitamura, A., Sasaki, Y., Miyoshi, Y., Nohmi, T., Taniike, A., Seto, R., Fujita, Y.",2009,Anomalous Heat Generation in Charging of Pd Powders with High Density Hydrogen Isotopes(II) Discussions on Experimental Results and Underlying Physics (PowerPoint slides),15th International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/TakahashiAanomaloush.pdf,2010-06-09,Aim The Gas-Phase D(H)-Loading Method with Nano-Fabricated Metal Powders is regarded promising for repeatable CMNS experiments. We have constructed an experimental system to replicate the phenomenon of excess-heat (and 4He generation) and investigate the underlying physics for D(H)-charged Pd powders.,Excess heat,4203_TakahashiAanomaloush.pdf,,,
"Takahashi, A., Kitamura, A., Nohmi, T., Sasaki, A., Miyoshi, Y., Taniike, A., Seto, R., Fujita, Y.",2009,"Anomalous Heat Generation in Charging of Pd Powders with High Density Hydrogen Isotopes, (II) Discussions on Experimental Results and Underlying Physics",15th International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/ViolanteVproceedinga.pdf#page=114,2013-08-05,"By our D(H)-gas charging experiments using Pd/PdO/ZrO2 powders, we obtained: 1) Dgas charge in the 1st phase (zero pressure interval) gave 20~90 % more excess heat than those for Hgas charge. 2) In the 2nd phase of pressure rise (finally up to 1MPa), significant excess heat (about 2 kJ/g-Pd) for D-gas charge was observed, while near zero level excess heat for H-gas charge was observed. We discuss the underlying surface and nano-particle physics in views of the enhanced surface adsorption potential by fractal sub-nano-scale trapping points on nano-Pd grain, the diffusion to inner shallower Bloch potential of regular Pd lattice, and the drastic mesoscopic and isotopic effect of surface and lattice rearrangement of nano-Pd particle by full D(H)-absorption to make deeper D(H) trapping potentials (about 2eV for D).",,4204_ViolanteVproceedinga.pdf,,114.0,119.0
"Takahashi, A.",2009,Neutron Spectra in CMNS - Model Predictions and Past Data ?,15th International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/ViolanteVproceedinga.pdf#page=120,2013-08-05,"According to the recent SPAWAR claim on 12C(n,n?)3a detection due to 14 MeV neutrons by D-T reaction in a D2O/Pd co-deposition cell, we reminds our old discussion on observed neutron spectra from CMNS/CF cells in the past. Structure or shape of neutron spectra should give important (decisive) evidences on underlying physical mechanisms on possible deuteron-related nuclear fusions in PdDx systems. This paper discusses plausible neutron spectra as consequences of major theoretical model predictions.",,4205_ViolanteVproceedinga.pdf,,120.0,123.0
"Takahashi, A.",2009,Dynamic Mechanism of TSC Condensation Motion,J. Condensed Matter Nucl. Sci.,2,http://lenr-canr.org/acrobat/TakahashiAdynamicmeca.pdf,2009-05-14,"This paper discusses and explains the time-dependent quantum-mechanical behavior of electron-clouds in 4D/TSC (tetrahedral symmetric condensate) condensation motion by the Langevin equation, in comparison with steady ground state electron orbits and their de Broglie wave lengths for the D-atom and D2  molecule. An electron orbit in a ""d-e-d-e"" quasi-molecular system of a face of 4D/TSC under time-dependent condensation makes a spiral track, finally reaching the center-of-mass point of the TSC, with a tail of time-varying effective wave length. The role and merit of the heavy mass electronic quasi-particle expansion theory (HMEQPET) method for approximating time-dependent TSC trapping potential and relating it to the estimation of time-dependent Coulomb barrier penetration probabilities of a 4D cluster is explained.",,4206_TakahashiAdynamicmeca.pdf,,,
"Takahashi, A.",2011,"Jyouon kakuyuugou hurontia 2011 (in Japanese: ""The Frontiers of Cold Fusion 2011"")",JCFRS,,http://lenr-canr.org/acrobat/TakahashiAjyouonkakua.pdf,2012-03-05,"Extended Review Paper for JCF12 Invited Talk, December 17-18, 2011, Kobe, in Japanese.常温核融合の研究は、2008年の拙著「常温核融合2008―凝集核融合のメカニズム、工学社」で説明した状況の以後、どのような動向となっているかと気にかけておられることと思う。2011年末の最新の状況を、理論の進展とガス系実験の進展を中心にして、この小論で紹介してみたい。 状 Review Vol.19 (April 2011)に掲載された著者の小拙文「まだまだ続く常温核融合研究」をそのまま以下にコピーして引用することとした。",review,4207_TakahashiAjyouonkakua.pdf,,,
"Takahashi, A., Kitamura, A., Miyoshi, Y., Sakoh, H., Taniike, A., Seto, R., Fujita, Y.",2011,Phenomenology of Nano-Particle/Gas-Loading Experiments (PowerPoint slides),ACS National Meeting,,http://lenr-canr.org/acrobat/TakahashiAphenomenol.pdf,2011-04-19,"[Part-I] Brief Summary of the Kobe Group Experiments Anomalous data for D(H) absorption and heat-evolution by nano-Pd/ZrO2 and Pd-Ni/ZrO2 dispersed samples Recovery of Loading Ratio and Heat-level by Forced Oxidization (MO) and deoxidization of Used Samples Role of PdO surface coating of Pd nano-particle and Pd ad-atoms on binary nano-particle (Pd-Ni); what happens under D(H) charging [Part-II] Modeling Anomalies Phenomenological Model for anomalous ""chemical + nuclear"" heat evolution Anomalous Chemical Heat by ""Mesoscopic Catalyst"" Link to D-cluster formation and 4D/TSC fusion",nano-particles,4208_TakahashiAphenomenol.pdf,,,
"Takahashi, A.",2011,Progress in Condensed Cluster Fusion Theory,J. Condensed Matter Nucl. Sci.,4,http://lenr-canr.org/acrobat/BiberianJPjcondensedc.pdf#page=277,2014-09-13,"The theoretical models on Condensed Cluster Fusion in the dynamic ordering process of deuterons in condensed matter (especially PdDx lattice) have been elaborated in three steps in the period from 1989 to 2009. The present paper briefly reviews theoretical modeling, mathematical formulation and quantitative estimations of multi-body deuteron fusion rates, time-dependent screening effect by electron clouds, and time-dependent size of condensing clusters as 4D/TSC. TSC is the tetrahedral symmetric condensate and key idea for clustering and dynamic condensation. Final products of 4D fusion are mainly 4He nuclei with 2-5 MeV main component and 23.8 MeV minor component.","Condensed cluster fusion, Deuteron cluster fusion, 4D Fusion, Helium-4, Tetrahedral symmetric condensate, Timedependent condensation",4209_BiberianJPjcondensedc.pdf,,277.0,289.0
"Takahashi, A., Seto, R., Fujita, Y., Kitamura, A., Sasaki, Y., Miyoshi, Y., Taniike, A.",2011,Role of PdO Surface-coating in CMNE D(H)-Gas Loading Experiments,J. Condensed Matter Nucl. Sci.,5,http://lenr-canr.org/acrobat/BiberianJPjcondensedd.pdf#page=23,2012-09-21,"The PdO-coated layer of Pd-nano-particle may arrange fractal nano-dips on its surface when D(H)-gas is charged and de-oxidation molecules (D2Oor H2O) are released. Fractal nano-dips may make local deep adsorption potentials, through which rapid penetration of D-atoms (ions) into deeper Pd-local lattice (Bloch potential) O-sites of nano-particle may be induced, to realize full or over-full D(H) loaded state (x >1.0) of PdDx in a short time of the Phase-I process. Formation of D-clusters, such as 4D/TSC on surface may be enhanced at nano-dips. A phenomenological model of quasi-free D-motion under constraint of the Bloch potential within a global mesoscopic potential well is proposed for the Phase-II phenomena, where nuclear heating by 4D fusion reactions may rather steadily take place. Generation of collective mesoscopic potential well (CMPW) will make a Pd nano-particle with PdO working as ""mesoscopic catalyst"" which realizes very large D(H)-loading ratios and anomalously large chemical heat releases both for H-gas and D-gas loading.","Anomalous heat, Collective mesoscopic potential, D-gas loading, Mesoscopic catalyst, Over-full D/Pd loading, Pd nano-particle, Phenomenological model, Role of PdO, Sub-nano dip",4210_BiberianJPjcondensedd.pdf,,23.0,39.0
"Takahashi, A.",2012,Are Ni + H Nuclear Reactions Possible?,J. Condensed Matter Nucl. Sci.,9,http://lenr-canr.org/acrobat/BiberianJPjcondensedh.pdf#page=113,2012-09-21,"Various cases of possible orthodox nuclear reaction processes, including newly proposed 4H/TSC fusion by simultaneous weak and strong interactions, 4H/TSC + Ni induced fission products, Ni + p reactions and reaction by deuteron impurity, are comparatively discussed for feasibility.(1) Ni + p nuclear reaction is impossibly difficult to make the Coulomb-field penetration of proton through so many inner electron shells (K, L, M), usually non-active in chemical reactions, of Ni-atom. Also the proton capture with Ni-nucleus, if any with kW level power, should emit lethal prompt gamma-rays which have never been observed. So, this type of nuclear reactions is unlikely.(2) Deuteron impurity (1/6700 in H2 gas usually) may induce (3H+D)/TSC fusion to be considered. Conditioning of 3-dimensional symmetry of QM-wave function for TSC is however of problem to condense into microscopic neutral entity small enough for causing any strong interactions.(3) The newly proposed 4H/TSCWS (weak-strong interaction simultaneously) fusion is a plausible scenario to have clean products (3He and proton, or deuterons) with significantly enhanced reaction rates in Ni nano-particles, for rare-conditioned (as discussed) visible heat generation with very weak secondary neutrons (10-13 order of 3He primary product)  and gamma-rays (10-11 order of 3He primary product). Degrees of the generation rate of 4H/TSC (t = 0) transient clusters in Ni-H nano-particles and the life-time elongation of 4H/TSC-minimum state are speculatively studied. The auto-recovery capability of Ni nano-catalyst is considered as the key.(4) The 4H/TSC + Ni-isotope capture-and-fission process, previously proposed in our paper of JCMNS 1 (2007) 86-96 is another plausible scenario, to result in generation of clean fission products in A < 60 mass region. More enhanced 4p + Ni to fission rates than the previous prediction is expected due to the possible elongation of 4H/TSC-minimum-state life time without complete nuclear break-up of the symmetric cluster under dynamic condensation.","Clean fission, 4H/TSC WS fusion, Ni + H CF experiments, Ni + 4H/TSC capture, Nuclear reaction models",4211_BiberianJPjcondensedh.pdf,,113.0,132.0
"Takahashi, A.",2014,Physics of Cold Fusion by TSC Theory,J. Condensed Matter Nucl. Sci.,13,http://lenr-canr.org/acrobat/BiberianJPjcondensedl.pdf#page=575,2014-10-27,"This paper explains the basic physics of cold fusion by the tetrahedral symmetric condensate (TSC) theory. Models of TSC formation conditions in condensed matter are first proposed. Secondly formulas for cold fusion rates per D(H)-cluster are explained with typical quantitative results. The 4D/TSC fusion and the 4H/TSCWS fusion describe the D (deuterium)-system and the H (protium)-system, respectively.","D(H)-cluster, 4D fusion, 4H WS fusion, TSC theory",4212_BiberianJPjcondensedl.pdf,,575.0,584.0
"Takahashi, A.",2015,Nuclear Products of Cold Fusion by TSC Theory,J. Condensed Matter Nucl. Sci.,15,http://lenr-canr.org/acrobat/BiberianJPjcondensedn.pdf#page=18,2018-01-18,Prediction of nuclear products both for metal?deuterium systems and metal protium systems is made on the basic physics of cold fusion by the Tetrahedral Symmetric Condensate (TSC) theory. This paper focuses on final state nuclear reactions of intermediate compound states as 8Be* of 4D/TSC fusion and 4Li* of 4H/TSC WS fusion. Prediction of final products is made by the nucleonhalo model of the highly excited intermediate compound states.,"BOLEP, 4D fusion, Final products, 4He, 3He, 4H WS fusion, n-Halo model, TSC theory",4213_BiberianJPjcondensedn.pdf,,18.0,29.0
"Takahashi, A., Kitamura, A., Seto, R., Fujita, Y., Taniike, A., Furuyama, Y., Murota, T., Tahara, T.",2015,Anomalous Exothermic and Endothermic Data Observed by Nano-Ni-Composite Samples,J. Condensed Matter Nucl. Sci.,15,http://lenr-canr.org/acrobat/BiberianJPjcondensedn.pdf#page=30,2018-01-18,"To study the anomalous heat effect of Ni-based binary-metal-nano-powder samples by gas-phase hydrogen isotope absorption/desorption, three kinds of samples CNZ, CNZ-II and NZ were tested for the temperature range 300?573 K. The highest excess heat power, ca. 2W/g-Ni was obtained with CNZ at 573 K. Peculiar H(D)-isotopic effect and sudden heat sink by abrupt H(D)-desorption were observed. The heat phenomenon looks happening on surface of nano-particle.","D(H)-gas absorption, Excess heat, Higher temperature, 2W/g-Ni, Ni-based nano-particle",4214_BiberianJPjcondensedn.pdf,,30.0,39.0
"Takahashi, A.",2015,Development status of condensed cluster fusion theory,Curr. Sci.,108,,,,,,,,
"Takahashi, A.",2016,Fundamental of Rate Theory for CMNS,J. Condensed Matter Nucl. Sci.,19,http://lenr-canr.org/acrobat/BiberianJPjcondensedr.pdf#page=306,2016-12-19,"The condensed matter nuclear reactions (CMNR) are thought to happen for trapped H(D) particles within some chemical (electromagnetic) potential well with finite lifetime. As the lifetime is much longer than the collision time of two-body interaction of free particles, the CMNR reaction rates are significantly (of the order of 19?20 in magnitude) enhanced if we compare with estimated reactions rates by the two-body collision formula. The basis of CMNR rate theory is reviewed in this paper by extracting essence of the TSC theory tools developed until now. Derivation of Fermi?s golden rule with nuclear optical potential, rate formulas by Born?Oppenheimer wave function separation, estimation of bracket integral of inter-nuclear strong interaction rate, estimation of time dependent barrier penetration probability by the HMEQPET method for dynamic D(H)-cluster condensation/collapse process, and DD fusion power levels as functions of inter-nuclear d?d distance and effective existing (life) time are given. A DD fusion power level of 10 kW/mol-dd-pairs is possible for a 1 pm inter-nuclear d?d distance with 10 ato-seconds lifetime. The level of 2.8 nano-mol 4D/TSC formations/s may release 10 kW neutron-free heat-power with 4He ash.","Condensed matter nuclear reaction, Enhanced fusion rate, Fermi?s golden rule, Finite lifetime, 1 pm d?d distance, Time-dependent barrier factor, Trapped D(H) particles, 10 kW heat power",4216_BiberianJPjcondensedr.pdf,,306.0,323.0
"Takahashi, A., Ido, H., Hattori, A., Seto, R., Kamei, A., Hachisuka, J., Yokose, T., Mori, Y., Taniike, A., Furuyama, Y.",2020,Latest Progress in Research on AHE and Circumstantial Nuclear Evidence by Interaction of Nano-Metal and H(D)-Gas,J. Condensed Matter Nucl. Sci.,33,http://lenr-canr.org/acrobat/BiberianJPjcondensedzf.pdf#page=20,2020-08-26,"Recent results on anomalous heat effect (AHE) by interaction of binary nano-composite metal powders and H (or D) gas, after the NEDO-MHE project (2015?2017) are the subject of this paper. The Pd?Ni10/zirconia (PNZ10) and Cu?Ni7/zirconia (CNZ7) powders by melt-spun and calcination method were for AHE active material samples, and were re-used by additional calcination. An amount of 80?400 W/kg level excess thermal power Wex of sustainable continuity for several weeks has been reproducibly observed at elevated temperature around 300?C, by using re-calcined PNZ-type samples with D-gas, significantly in net D-gas desorption mode. Specific reaction energy (?-value) per D-transferred was very large as from 100 eV/D to 500 eV/D. Very weak (0.1?0.2 n/J level) neutron emission looked correlating with the rise-up heat burst of thermal power after joule heating started. These results can be of the circumstantial evidence of the AHE by the nano-metal D-gas interaction. Data of 50-140 W/kg level excess thermal power was repeatedly obtained by CNZ-type samples with H-gas at elevated temperatures after the saturation of H-gas absorption (endothermic) by sample. Excess thermal power of ca. 50?70 W continued for more than two weeks by 505 g CNZ7r (re-calcined) sample, with very strange evolution of the cooled-flat and oscillating TC4 RC upper flange temperatures. . . . .","Anomalous heat, Circumstantial nuclear evidence, Enhancement, Elevated temperature, Excess thermal power, Gas turbulence, Hydrogen gas, 100 W/kg, Nano-composite-metals, Ni-based, Over 1 keV/H(D), Repeated calcination, Specific reaction energy Band States",4217_BiberianJPjcondensedzf.pdf,,20.0,38.0
"Takahashi, H.",1990,The Roles of Coherency and Intermittency on D-D Fusion Reaction in PdDx Deuteride,"Anomalous Nuclear Effects in Deuterium/Solid Systems, ""AIP Conference Proceedings 228""",1,,,,theory,,,,
"Takahashi, H.",1990,Dynamical screening of potential by mobile deuteron and fusion rate of accelerated deuteron in PdDx,J. Fusion Energy,9,,,,"theory, screening",,,,
"Takahashi, N., Kosaka, S., Hioki, T., Motohiro, T.",2014,Detection of Pr in Cs ion-implanted Pd/CaO multilayer complexes with and without D2 gas permeation,J. Condensed Matter Nucl. Sci.,13,http://lenr-canr.org/acrobat/BiberianJPjcondensedl.pdf#page=585,2014-10-27,"Iwamura-type nuclear transmutation, 133Cs --> 141Pr, with D2 permeation through Pd/CaO multilayer complex was examined. Using ICP-MS, the amounts of Pr were measured in the range 10E10 atoms/cm^2. The amounts of Pr measured in D2 permeated samples were larger than those in non-D2 permeated samples.","CaO/Pd multilayer complex, Cs Pr, Deuterium permeation, Nuclear transmutation",4220_BiberianJPjcondensedl.pdf,,585.0,595.0
"Takahashi, R.",1995,Synthesis of Substance and Generation of Heat in Charcoal Cathode in Electrolysis of H2O and D2O Using Various Alkalihydrooxides,5th International Conference on Cold Fusion,1,http://lenr-canr.org/acrobat/PonsSproceedinga.pdf#page=426,2018-11-20,"Charcoal was used for the cathode with interest in the fabricated micro-channels which may produce the micro drops responsible for the synthesis of material and cold fusion in the electrolysis as reported in the previous proceedings.The synthesis of material was detected with the change in color of the electrolyte, from colorless to dark brown. The excess heat was not detected for H2O. However, for a mixture of 25% H2O and 75% D2O with a 0.25 LiOH, the excess heat reached as high as about 30% of the input power.","carbon, D2O, H2O, heat+, charcoal, ICCF-5",4221_PonsSproceedinga.pdf,,426.0,429.0
"Takahashi, R.",1996,Anomalous increase in excess heat in electrolysis of heavy water and light water for use of drilled cathode of charcoal,"Sixth International Conference on Cold Fusion, Progress in New Hydrogen Energy",2,http://lenr-canr.org/acrobat/NEDOthesixthina.pdf#page=145,2018-11-30,"The excess heat measured for the use of charcoal cathode in the electrolysis of heavy water reached about 150% of the input power by preparing a notched hole in the surface of the cathode. The experimental condition was as follows. The cathode used was very hard charcoal. The anode was 0.3mm Pt wire. The electrolyte was 50cc of D20 or H20 with 0.25N LiOH.The anode and the cathode were set up in the electrol'yte so as the Pt wire to locate near the diameter of the hole. Making a hole as small as 0.3mm produced excess heat of 70%.Making a notch at the hole edge enhanced the excess heat higher than 100%. The excess heat for the use of H20 was about a half of that for D20. The current showed oscillation when the excess heat was large.A SEM examining of the charcoal showed that many uniform holes,as small as 1 micron, distributed inside the vessels are responsible for this anomalous increase in the excess heat.",excess heat,4222_NEDOthesixthina.pdf,,145.0,149.0
"Takahashi, R.",1998,Excess Heat Caused by Electrolysis for Drilled Charcoal Cathode and Heat Without Power Imput by Immersion of Charcoal in Heavy or Light Water at Elevated Temperatures,The Seventh International Conference on Cold Fusion,1,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=388,2018-11-26,"This paper shows that there are two kinds of excess heat, the one is by the electrolysis and the other is by the immersion of the charcoal in hot water heated higher than 90?C. The both phenomena suggested much about the mechanism of the excess heat. Various data of excess heat including as high as 250 % were obtained for the former method for the drilled charcoal cathode by concentrating the current. It was found that there were strong correlation between the data and the each temperature rise in the beginning short time, suggesing that the excess heat is due to the same mechanism. Throughout the many experiments it was recognized that the active bubbling is essential for the excess heat creation, so another experiments as stated by the immersion type was tried. As expected the excess heat was detected also. From the both experiments, microdrops-in-bubble model was proposed for the excess heat and cold fusion.","heat+, charcoal, electrolysis, D2O, ICCF-7",4223_ENECOtheseventh.pdf,,388.0,392.0
